date,ticker,open_price,close_price,high_price,low_price,volume
2026-06-10,^TNX,4.534,4.542,4.56,4.513,0
2026-06-11,^TNX,4.521,4.463,4.55,4.457,0
2026-06-12,^TNX,4.473,4.487,4.507,4.469,0
2026-06-15,^TNX,4.455,4.469,4.473,4.441,0
2026-06-16,^TNX,4.443,4.428,4.459,4.42,0
2026-06-17,^TNX,4.443,4.463,4.479,4.426,0
2026-06-18,^TNX,4.453,4.451,4.453,4.42,0
2026-06-22,^TNX,4.495,4.509,4.515,4.481,0
2026-06-23,^TNX,4.487,4.493,4.497,4.477,0
2026-06-24,^TNX,4.453,4.402,4.455,4.398,0
2026-06-25,^TNX,4.412,4.392,4.414,4.363,0
2026-06-26,^TNX,4.388,4.372,4.41,4.367,0
2026-06-29,^TNX,4.378,4.374,4.39,4.367,0
2026-06-30,^TNX,4.392,4.418,4.422,4.388,0
2026-07-01,^TNX,4.483,4.475,4.501,4.457,0
2026-07-02,^TNX,4.503,4.485,4.505,4.453,0
2026-07-06,^TNX,4.457,4.479,4.491,4.457,0
2026-07-07,^TNX,4.497,4.529,4.533,4.485,0
2026-07-08,^TNX,4.561,4.569,4.597,4.557,0
2026-07-09,^TNX,4.577,4.539,4.581,4.529,0
2026-07-10,^TNX,4.541,4.569,4.571,4.539,0
2026-07-13,^TNX,4.585,4.609,4.618,4.573,0
2026-07-14,^TNX,4.614,4.585,4.614,4.525,0
2026-07-15,^TNX,4.608,4.545,4.61,4.539,0
2026-07-16,^TNX,4.582,4.569,4.596,4.561,0
2026-07-17,^TNX,4.521,4.541,4.55,4.511,0
2026-07-20,^TNX,4.566,4.598,4.608,4.56,0
2026-07-21,^TNX,4.6,4.628,4.64,4.598,0
2026-07-22,^TNX,4.64,4.657,4.661,4.632,0
2026-07-23,^TNX,4.699,4.703,4.714,4.693,0
2026-07-24,^TNX,4.683,4.679,4.691,4.651,0
2026-07-27,^TNX,4.647,4.641,4.665,4.63,0
2026-07-28,^TNX,4.63,4.604,4.635,4.588,0
2026-07-29,^TNX,4.637,4.622,4.655,4.61,0
2026-07-30,^TNX,4.669,4.663,4.686,4.651,0
2026-07-31,^TNX,4.684,4.745,4.747,4.682,0
2026-08-03,^TNX,4.671,4.686,4.702,4.671,0
2026-08-04,^TNX,4.665,4.627,4.668,4.619,0
2026-08-05,^TNX,4.609,4.617,4.639,4.607,0
2026-08-06,^TNX,4.643,4.67,4.676,4.635,0
2026-08-07,^TNX,4.664,4.66,4.672,4.603,0
2026-08-10,^TNX,4.662,4.699,4.703,4.662,0
2026-08-11,^TNX,4.692,4.684,4.703,4.668,0
2026-08-12,^TNX,4.66,4.682,4.688,4.646,0
2026-08-13,^TNX,4.674,4.641,4.676,4.613,0
2026-08-14,^TNX,4.645,4.696,4.7,4.625,0
2026-08-17,^TNX,4.694,4.724,4.728,4.692,0
2026-08-18,^TNX,4.732,4.706,4.746,4.704,0
2026-08-19,^TNX,4.684,4.653,4.684,4.637,0
2026-08-20,^TNX,4.706,4.696,4.714,4.674,0
2026-08-21,^TNX,4.692,4.738,4.744,4.692,0
2026-08-24,^TNX,4.714,4.704,4.72,4.68,0
2026-08-25,^TNX,4.664,4.639,4.672,4.637,0
2026-08-26,^TNX,4.633,4.664,4.67,4.621,0
2026-08-27,^TNX,4.658,4.672,4.68,4.649,0
2026-08-31,^TNX,4.728,4.758,4.768,4.726,0
2026-09-01,^TNX,4.788,4.796,4.8,4.752,0
2026-09-02,^TNX,4.776,4.8,4.806,4.768,0
