step,timestamp,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
202,2026-08-09 10:00:00,TRANSFER,10481.42,C304764710,293469.48,282988.06,C163895038,36063.21,46544.63,0,0
202,2026-08-09 10:00:00,TRANSFER,18001.3,C853131470,74167.68,56166.38,C569754615,138026.52,156027.82,0,0
202,2026-08-09 10:00:00,CASH_OUT,1741.72,C736005888,137595.91,135854.19,C255611075,11774.59,13516.31,0,0
202,2026-08-09 10:00:00,DEBIT,55.23,C498303799,150043.87,149988.64,C399789640,86986.31,87041.54,0,0
202,2026-08-09 10:00:00,PAYMENT,462.35,C954838738,232114.09,231651.74,M347833694,3832.07,4294.42,0,0
203,2026-08-09 11:00:00,DEBIT,3002.75,C917748836,191558.5,188555.75,C955414833,145808.78,148811.53,0,0
203,2026-08-09 11:00:00,TRANSFER,3284.46,C682822585,65536.35,62251.89,C186081214,32050.47,35334.93,0,0
203,2026-08-09 11:00:00,PAYMENT,1201.98,C415911770,10990.76,9788.78,M228669359,88145.58,89347.56,0,0
203,2026-08-09 11:00:00,CASH_IN,10524.51,C573417620,251166.08,261690.59,C401528897,142958.31,132433.8,0,0
203,2026-08-09 11:00:00,DEBIT,724.11,C394543285,176970.58,176246.47,C559266925,4554.77,5278.88,0,0
203,2026-08-09 11:00:00,CASH_IN,8735.44,C697874886,126944.15,135679.59,C305686198,76910.2,68174.76,0,0
203,2026-08-09 11:00:00,PAYMENT,1815.95,C425579434,99946.48,98130.53,M747711690,79006.99,80822.94,0,0
203,2026-08-09 11:00:00,PAYMENT,735.89,C147285984,288153.99,287418.1,M806382620,52722.77,53458.66,0,0
203,2026-08-09 11:00:00,TRANSFER,5833.48,C417794485,278538.18,272704.7,C786833123,98182.91,104016.39,0,0
203,2026-08-09 11:00:00,CASH_OUT,1690.37,C942864269,289204.59,287514.22,C155450209,81379.5,83069.87,0,0
203,2026-08-09 11:00:00,PAYMENT,7484.79,C448901225,77077.18,69592.39,M242416504,37371.2,44855.99,0,0
203,2026-08-09 11:00:00,DEBIT,189135.88,C467736962,298259.99,109124.11,C683358513,105796.44,294932.32,0,0
203,2026-08-09 11:00:00,TRANSFER,410.7,C675523469,344946.23,344535.53,C165349128,69925.66,70336.36,0,0
203,2026-08-09 11:00:00,TRANSFER,7405.23,C726268326,209903.86,202498.63,C364379979,70546.58,77951.81,0,0
203,2026-08-09 11:00:00,CASH_OUT,5022.68,C450654848,16986.28,11963.6,C782532436,142788.05,147810.73,0,0
204,2026-08-09 12:00:00,CASH_OUT,31165.19,C686370679,245941.75,214776.56,C321722116,80254.84,111420.03,0,0
204,2026-08-09 12:00:00,PAYMENT,7810.91,C324278058,188568.35,180757.44,M911906054,117698.59,125509.5,0,0
204,2026-08-09 12:00:00,CASH_IN,22402.41,C532217179,249360.53,271762.94,C110476459,130108.04,107705.63,0,0
204,2026-08-09 12:00:00,TRANSFER,379.63,C763077605,66288.27,65908.64,C418696484,87109.47,87489.1,0,0
204,2026-08-09 12:00:00,PAYMENT,239.88,C237881327,212226.69,211986.81,M301049980,117956.13,118196.01,0,0
204,2026-08-09 12:00:00,DEBIT,406.42,C800991674,188948.42,188542.0,C347860469,46431.38,46837.8,0,0
204,2026-08-09 12:00:00,CASH_IN,1411.77,C461041360,211070.52,212482.29,C365309682,27288.9,25877.13,0,0
204,2026-08-09 12:00:00,CASH_OUT,16519.97,C869799849,254847.75,238327.78,C256086128,104330.84,120850.81,0,0
204,2026-08-09 12:00:00,DEBIT,23609.53,C944918898,190703.76,167094.23,C301245442,138928.91,162538.44,0,0
204,2026-08-09 12:00:00,CASH_OUT,1013.56,C148274694,112972.75,111959.19,C102929998,6374.52,7388.08,0,0
204,2026-08-09 12:00:00,CASH_IN,1515.86,C868530350,108496.83,110012.69,C912003941,114458.65,112942.79,0,0
204,2026-08-09 12:00:00,PAYMENT,282.23,C419126522,243421.18,243138.95,M108270221,4259.82,4542.05,0,0
204,2026-08-09 12:00:00,CASH_OUT,2036.29,C530155095,232516.26,230479.97,C719174306,68790.35,70826.64,0,0
204,2026-08-09 12:00:00,CASH_OUT,1321.67,C436282457,147989.95,146668.28,C162801799,101578.45,102900.12,0,0
204,2026-08-09 12:00:00,PAYMENT,1327.76,C359256558,124061.89,122734.13,M666886356,60795.66,62123.42,0,0
204,2026-08-09 12:00:00,TRANSFER,11963.09,C136456756,217234.68,205271.59,C769880643,45142.59,57105.68,0,0
204,2026-08-09 12:00:00,TRANSFER,3460.4,C565221465,109600.17,106139.77,C262860579,28025.47,31485.87,0,0
204,2026-08-09 12:00:00,CASH_OUT,228.21,C964580289,337160.97,336932.76,C191589709,146680.75,146908.96,0,0
204,2026-08-09 12:00:00,PAYMENT,35.56,C405036608,208968.2,208932.64,M755856299,85547.41,85582.97,0,0
204,2026-08-09 12:00:00,CASH_OUT,4377.79,C228765362,207383.95,203006.16,C475619135,19176.68,23554.47,0,0
204,2026-08-09 12:00:00,PAYMENT,2627.27,C495366691,48148.51,45521.24,M866914242,7222.52,9849.79,0,0
204,2026-08-09 12:00:00,TRANSFER,3313.47,C203636130,213571.95,210258.48,C401872147,36508.62,39822.09,0,0
204,2026-08-09 12:00:00,DEBIT,2627.82,C199214058,103576.33,100948.51,C753283143,80793.77,83421.59,0,0
205,2026-08-09 13:00:00,TRANSFER,294.66,C522664983,158414.38,158119.72,C719113725,112798.63,113093.29,0,0
205,2026-08-09 13:00:00,TRANSFER,1339.57,C567255536,188600.69,187261.12,C898690488,147143.95,148483.52,0,0
205,2026-08-09 13:00:00,PAYMENT,1113.72,C965156470,167544.09,166430.37,M319262719,125092.01,126205.73,0,0
205,2026-08-09 13:00:00,CASH_OUT,1592.59,C721368220,283382.94,281790.35,C352975158,91795.27,93387.86,0,0
205,2026-08-09 13:00:00,CASH_IN,7376.49,C126657920,35262.43,42638.92,C755882226,99971.61,92595.12,0,0
205,2026-08-09 13:00:00,DEBIT,722.78,C884950200,58981.44,58258.66,C311235597,78310.47,79033.25,0,0
205,2026-08-09 13:00:00,CASH_OUT,289.41,C752606586,55368.01,55078.6,C460472192,65186.08,65475.49,0,0
205,2026-08-09 13:00:00,PAYMENT,15432.64,C909547400,285983.26,270550.62,M479705912,117708.73,133141.37,0,0
205,2026-08-09 13:00:00,PAYMENT,567.04,C882618467,41819.39,41252.35,M673669715,26603.54,27170.58,0,0
205,2026-08-09 13:00:00,PAYMENT,11433.83,C901207759,340019.13,328585.3,M480196877,50089.99,61523.82,0,0
205,2026-08-09 13:00:00,TRANSFER,56524.37,C745532174,339223.27,282698.9,C653681970,146802.49,203326.86,0,0
205,2026-08-09 13:00:00,PAYMENT,20162.97,C511465545,347139.89,326976.92,M342965851,85759.56,105922.53,0,0
205,2026-08-09 13:00:00,PAYMENT,5240.36,C387624420,342901.36,337661.0,M232663142,74776.49,80016.85,0,0
205,2026-08-09 13:00:00,CASH_OUT,1321.73,C166576559,52582.4,51260.67,C988672313,127618.35,128940.08,0,0
205,2026-08-09 13:00:00,PAYMENT,7797.6,C669416483,230267.36,222469.76,M270763640,114302.98,122100.58,0,0
205,2026-08-09 13:00:00,CASH_OUT,1747.97,C716285236,140191.78,138443.81,C911199606,48906.27,50654.24,0,0
205,2026-08-09 13:00:00,CASH_IN,17412.93,C928506446,256272.23,273685.16,C128411770,93894.24,76481.31,0,0
205,2026-08-09 13:00:00,CASH_OUT,5027.37,C767562882,142368.32,137340.95,C196898824,27808.7,32836.07,0,0
206,2026-08-09 14:00:00,CASH_OUT,3317.04,C144233362,134441.9,131124.86,C414338134,7946.63,11263.67,0,0
206,2026-08-09 14:00:00,CASH_OUT,1961.31,C357996328,316430.92,314469.61,C137392847,148477.24,150438.55,0,0
206,2026-08-09 14:00:00,PAYMENT,825.03,C663763492,173344.08,172519.05,M377686831,110581.82,111406.85,0,0
206,2026-08-09 14:00:00,PAYMENT,1806.52,C928108015,259045.49,257238.97,M305158810,139614.8,141421.32,0,0
206,2026-08-09 14:00:00,PAYMENT,2893.58,C391680698,227646.04,224752.46,M777650023,124783.06,127676.64,0,0
206,2026-08-09 14:00:00,PAYMENT,1203.57,C748189063,230369.11,229165.54,M230388679,64211.16,65414.73,0,0
206,2026-08-09 14:00:00,CASH_OUT,2917.66,C373906263,122516.61,119598.95,C234053303,129216.15,132133.81,0,0
206,2026-08-09 14:00:00,DEBIT,8756.42,C406180861,88730.7,79974.28,C951956689,118004.91,126761.33,0,0
206,2026-08-09 14:00:00,CASH_IN,2823.93,C341911484,309958.32,312782.25,C589310881,38738.24,35914.31,0,0
206,2026-08-09 14:00:00,PAYMENT,773.89,C464348194,9094.16,8320.27,M400413441,93451.3,94225.19,0,0
206,2026-08-09 14:00:00,CASH_IN,27.0,C935715983,60937.49,60964.49,C380599542,45752.63,45725.63,0,0
206,2026-08-09 14:00:00,PAYMENT,12612.1,C519786822,46909.14,34297.04,M935099671,35105.33,47717.43,0,0
206,2026-08-09 14:00:00,DEBIT,1519.86,C526342120,332310.8,330790.94,C841904457,12260.02,13779.88,0,0
206,2026-08-09 14:00:00,PAYMENT,2496.75,C804506786,2256.72,0.0,M980993584,81474.1,83970.85,0,0
206,2026-08-09 14:00:00,PAYMENT,4329.23,C964451591,3303.79,0.0,M243338279,58863.97,63193.2,0,0
206,2026-08-09 14:00:00,TRANSFER,4330.99,C488920251,79741.52,75410.53,C579101178,13206.79,17537.78,0,0
206,2026-08-09 14:00:00,DEBIT,6083.12,C746626059,98041.06,91957.94,C552848647,107753.35,113836.47,0,0
207,2026-08-09 15:00:00,PAYMENT,9087.74,C104180987,196158.72,187070.98,M284769860,108459.12,117546.86,0,0
207,2026-08-09 15:00:00,PAYMENT,6061.36,C153975917,336449.63,330388.27,M629352770,35296.81,41358.17,0,0
207,2026-08-09 15:00:00,DEBIT,17.34,C605618767,163032.35,163015.01,C934007453,143386.07,143403.41,0,0
207,2026-08-09 15:00:00,CASH_IN,3395.62,C330744059,101428.44,104824.06,C468253491,116679.52,113283.9,0,0
207,2026-08-09 15:00:00,PAYMENT,2723.93,C910760003,286041.61,283317.68,M895683622,120795.64,123519.57,0,0
207,2026-08-09 15:00:00,CASH_OUT,1211.55,C896602786,135330.85,134119.3,C750090054,555.21,1766.76,0,0
207,2026-08-09 15:00:00,PAYMENT,3899.22,C674485804,50040.52,46141.3,M936960748,146765.58,150664.8,0,0
207,2026-08-09 15:00:00,TRANSFER,1872.59,C392728616,278205.43,276332.84,C727606526,148544.16,150416.75,0,0
207,2026-08-09 15:00:00,TRANSFER,733.7,C368669164,1343.83,610.13,C316013908,76083.07,76816.77,0,0
207,2026-08-09 15:00:00,TRANSFER,13084.44,C114595900,72187.64,59103.2,C786148837,147752.46,160836.9,0,0
207,2026-08-09 15:00:00,TRANSFER,3159.11,C468756703,222479.03,219319.92,C392666892,91821.1,94980.21,0,0
207,2026-08-09 15:00:00,TRANSFER,2387.7,C396652363,36310.61,33922.91,C543808344,20098.26,22485.96,0,0
207,2026-08-09 15:00:00,TRANSFER,69.48,C274273017,89908.48,89839.0,C385945206,122134.53,122204.01,0,0
207,2026-08-09 15:00:00,CASH_OUT,54497.13,C579671252,137959.87,83462.74,C801141633,83712.74,138209.87,0,0
207,2026-08-09 15:00:00,CASH_OUT,96.57,C922313358,139048.32,138951.75,C195069693,51343.47,51440.04,0,0
207,2026-08-09 15:00:00,TRANSFER,4187.76,C980388706,340494.64,336306.88,C933109441,35427.21,39614.97,0,0
207,2026-08-09 15:00:00,PAYMENT,5662.61,C437718594,236603.22,230940.61,M552109249,77834.55,83497.16,0,0
207,2026-08-09 15:00:00,CASH_OUT,25116.19,C890576058,13438.99,0.0,C672155342,103762.58,128878.77,0,0
207,2026-08-09 15:00:00,CASH_OUT,393.13,C728903937,77861.91,77468.78,C228784654,131551.12,131944.25,0,0
207,2026-08-09 15:00:00,CASH_OUT,500.7,C884350841,215942.65,215441.95,C277630138,89795.79,90296.49,0,0
207,2026-08-09 15:00:00,TRANSFER,6511.8,C924598405,249841.28,243329.48,C137559569,62293.99,68805.79,0,0
207,2026-08-09 15:00:00,PAYMENT,5127.95,C280677816,133518.39,128390.44,M619117892,94820.12,99948.07,0,0
208,2026-08-09 16:00:00,CASH_OUT,27530.78,C250241295,299871.81,272341.03,C424799833,74543.92,102074.7,0,0
208,2026-08-09 16:00:00,PAYMENT,10304.58,C253653526,330228.08,319923.5,M473217053,97798.89,108103.47,0,0
208,2026-08-09 16:00:00,DEBIT,1057.11,C164017758,215114.78,214057.67,C294971725,91345.69,92402.8,0,0
208,2026-08-09 16:00:00,CASH_OUT,1518.7,C157252209,197055.18,195536.48,C620099239,146802.5,148321.2,0,0
208,2026-08-09 16:00:00,PAYMENT,4179.85,C441231144,262906.51,258726.66,M895127188,93336.99,97516.84,0,0
208,2026-08-09 16:00:00,TRANSFER,161.72,C398221469,273824.3,273662.58,C119067583,103655.81,103817.53,0,0
208,2026-08-09 16:00:00,DEBIT,4442.03,C121115842,75794.52,71352.49,C868891655,133857.69,138299.72,0,0
208,2026-08-09 16:00:00,PAYMENT,4986.49,C965135478,169507.66,164521.17,M452530181,136953.19,141939.68,0,0
208,2026-08-09 16:00:00,TRANSFER,499.68,C274711161,156877.71,156378.03,C721792857,21131.65,21631.33,0,0
208,2026-08-09 16:00:00,CASH_OUT,1290.91,C450622774,329542.64,328251.73,C372330947,68070.75,69361.66,0,0
208,2026-08-09 16:00:00,CASH_OUT,80.85,C176314831,39562.2,39481.35,C152154169,141415.38,141496.23,0,0
208,2026-08-09 16:00:00,PAYMENT,7997.24,C917281155,330242.93,322245.69,M586132403,143965.36,151962.6,0,0
208,2026-08-09 16:00:00,TRANSFER,3533.85,C459519597,200621.79,197087.94,C601127906,28504.87,32038.72,0,0
208,2026-08-09 16:00:00,DEBIT,228.51,C864598043,101174.5,100945.99,C935095480,66555.66,66784.17,0,0
208,2026-08-09 16:00:00,CASH_IN,336.59,C927796721,304335.54,304672.13,C234937882,41797.54,41460.95,0,0
208,2026-08-09 16:00:00,CASH_OUT,907.03,C619693041,18123.5,17216.47,C800942170,118610.45,119517.48,0,0
208,2026-08-09 16:00:00,CASH_IN,7041.51,C135161371,111969.59,119011.1,C657583531,127825.11,120783.6,0,0
208,2026-08-09 16:00:00,TRANSFER,4058.18,C105252730,263511.55,259453.37,C867773290,70386.86,74445.04,0,0
208,2026-08-09 16:00:00,TRANSFER,490.14,C639038132,289778.26,289288.12,C105817703,101349.0,101839.14,0,0
208,2026-08-09 16:00:00,TRANSFER,704.78,C858093593,59040.51,58335.73,C964361213,130494.94,131199.72,0,0
208,2026-08-09 16:00:00,PAYMENT,1971.78,C735146918,329648.4,327676.62,M519893290,106427.85,108399.63,0,0
208,2026-08-09 16:00:00,TRANSFER,507.17,C245207820,19276.02,18768.85,C225154291,23463.96,23971.13,0,0
208,2026-08-09 16:00:00,TRANSFER,791.26,C433944902,152027.43,151236.17,C741577597,106798.85,107590.11,0,0
209,2026-08-09 17:00:00,DEBIT,5474.76,C280977717,34557.88,29083.12,C261094946,23842.07,29316.83,0,0
209,2026-08-09 17:00:00,CASH_OUT,258.94,C334444151,34645.36,34386.42,C247828106,98061.82,98320.76,0,0
209,2026-08-09 17:00:00,CASH_OUT,1444.73,C749825850,319907.57,318462.84,C655807717,50030.05,51474.78,0,0
209,2026-08-09 17:00:00,PAYMENT,1283.16,C544134659,316435.78,315152.62,M798021093,8466.55,9749.71,0,0
209,2026-08-09 17:00:00,PAYMENT,1693.22,C835199311,215532.79,213839.57,M576117301,33972.26,35665.48,0,0
209,2026-08-09 17:00:00,PAYMENT,2764.32,C790940379,338217.91,335453.59,M831168049,70257.33,73021.65,0,0
209,2026-08-09 17:00:00,CASH_OUT,4838.58,C264396091,172123.12,167284.54,C445564661,149102.43,153941.01,0,0
209,2026-08-09 17:00:00,PAYMENT,6345.74,C514870574,274108.0,267762.26,M972408252,38356.69,44702.43,0,0
209,2026-08-09 17:00:00,TRANSFER,1047.83,C250099788,34495.65,33447.82,C992545764,146817.37,147865.2,0,0
209,2026-08-09 17:00:00,TRANSFER,1424.0,C257177321,138768.31,137344.31,C886787442,54632.87,56056.87,0,0
209,2026-08-09 17:00:00,CASH_OUT,3175.14,C541417476,180524.63,177349.49,C570692196,144001.65,147176.79,0,0
209,2026-08-09 17:00:00,DEBIT,2417.03,C203341091,272463.28,270046.25,C870396313,143415.52,145832.55,0,0
209,2026-08-09 17:00:00,CASH_OUT,4510.84,C602066706,117401.25,112890.41,C706639254,21434.64,25945.48,0,0
209,2026-08-09 17:00:00,PAYMENT,3717.68,C779795967,343127.55,339409.87,M878349497,124307.88,128025.56,0,0
209,2026-08-09 17:00:00,TRANSFER,488.86,C557883933,257323.11,256834.25,C588502470,77596.82,78085.68,0,0
209,2026-08-09 17:00:00,PAYMENT,36288.37,C741461614,186772.28,150483.91,M115832031,102930.02,139218.39,0,0
209,2026-08-09 17:00:00,PAYMENT,1823.71,C721356584,116102.34,114278.63,M168428680,116411.34,118235.05,0,0
209,2026-08-09 17:00:00,PAYMENT,5543.76,C682116271,224896.01,219352.25,M752795336,18680.13,24223.89,0,0
209,2026-08-09 17:00:00,PAYMENT,4807.73,C607600667,235735.53,230927.8,M981788843,119845.87,124653.6,0,0
209,2026-08-09 17:00:00,PAYMENT,2798.58,C624394270,237874.12,235075.54,M575114218,45419.13,48217.71,0,0
209,2026-08-09 17:00:00,PAYMENT,2756.05,C975413731,205376.63,202620.58,M378807067,109855.46,112611.51,0,0
210,2026-08-09 18:00:00,PAYMENT,7977.34,C569485496,140469.23,132491.89,M942307990,86048.82,94026.16,0,0
210,2026-08-09 18:00:00,CASH_OUT,1300.61,C501754282,285920.98,284620.37,C366405515,102699.76,104000.37,0,0
210,2026-08-09 18:00:00,CASH_IN,6258.92,C496315892,90766.72,97025.64,C150095112,93431.77,87172.85,0,0
210,2026-08-09 18:00:00,DEBIT,4044.51,C545566344,219072.66,215028.15,C578079033,121563.08,125607.59,0,0
210,2026-08-09 18:00:00,PAYMENT,11869.01,C130274059,165349.29,153480.28,M736667244,134184.01,146053.02,0,0
210,2026-08-09 18:00:00,TRANSFER,822.09,C623898507,312546.78,311724.69,C993528395,67365.31,68187.4,0,0
210,2026-08-09 18:00:00,DEBIT,2074.15,C924641833,206898.93,204824.78,C252878280,58825.64,60899.79,0,0
210,2026-08-09 18:00:00,PAYMENT,465.17,C479132360,299556.99,299091.82,M400584594,36328.55,36793.72,0,0
210,2026-08-09 18:00:00,DEBIT,10679.74,C765454004,333684.06,323004.32,C428230563,122075.85,132755.59,0,0
210,2026-08-09 18:00:00,TRANSFER,559.01,C598572633,44894.93,44335.92,C238796512,145052.06,145611.07,0,0
210,2026-08-09 18:00:00,CASH_IN,3080.67,C827929309,194539.76,197620.43,C899505740,29298.25,26217.58,0,0
210,2026-08-09 18:00:00,DEBIT,879.89,C553248184,309449.54,308569.65,C549502785,68676.36,69556.25,0,0
210,2026-08-09 18:00:00,CASH_OUT,11229.97,C164687827,305289.76,294059.79,C220473144,115550.63,126780.6,0,0
210,2026-08-09 18:00:00,CASH_OUT,1651.41,C496130575,68970.31,67318.9,C200294456,95406.44,97057.85,0,0
210,2026-08-09 18:00:00,PAYMENT,5129.68,C766924130,168737.76,163608.08,M372274027,122254.63,127384.31,0,0
210,2026-08-09 18:00:00,PAYMENT,324.21,C813517489,78472.23,78148.02,M258511384,2421.8,2746.01,0,0
210,2026-08-09 18:00:00,TRANSFER,663.57,C134145923,313937.78,313274.21,C708313484,136702.12,137365.69,0,0
210,2026-08-09 18:00:00,PAYMENT,4780.56,C217914226,1628.66,0.0,M530380218,9202.76,13983.32,0,0
210,2026-08-09 18:00:00,PAYMENT,14269.43,C761464536,76830.79,62561.36,M647866080,66821.72,81091.15,0,0
210,2026-08-09 18:00:00,PAYMENT,4200.28,C860198412,143457.38,139257.1,M382751911,41364.66,45564.94,0,0
210,2026-08-09 18:00:00,DEBIT,81865.82,C168738619,77787.24,0.0,C639979492,139229.06,221094.88,0,0
210,2026-08-09 18:00:00,PAYMENT,6419.83,C856607771,340766.67,334346.84,M264525138,41271.47,47691.3,0,0
210,2026-08-09 18:00:00,PAYMENT,1859.99,C147470987,85787.29,83927.3,M533476949,56000.54,57860.53,0,0
210,2026-08-09 18:00:00,TRANSFER,1086.82,C507100251,127129.07,126042.25,C616694195,133251.01,134337.83,0,0
210,2026-08-09 18:00:00,TRANSFER,33105.69,C809044096,61338.04,28232.35,C493580176,80610.92,113716.61,0,0
211,2026-08-09 19:00:00,PAYMENT,6585.83,C358597793,324370.96,317785.13,M251756978,134730.26,141316.09,0,0
211,2026-08-09 19:00:00,CASH_IN,797.6,C272372354,144241.14,145038.74,C332978571,99145.37,98347.77,0,0
211,2026-08-09 19:00:00,TRANSFER,635.04,C114752277,92015.89,91380.85,C114887648,11878.74,12513.78,0,0
211,2026-08-09 19:00:00,TRANSFER,630.17,C238497364,86518.56,85888.39,C658218395,65218.0,65848.17,0,0
211,2026-08-09 19:00:00,PAYMENT,4101.97,C582926106,205172.79,201070.82,M722939097,26458.27,30560.24,0,0
211,2026-08-09 19:00:00,TRANSFER,164.33,C188477909,342187.05,342022.72,C111389150,9769.99,9934.32,0,0
211,2026-08-09 19:00:00,DEBIT,803.31,C173881996,340973.14,340169.83,C710337771,56072.84,56876.15,0,0
211,2026-08-09 19:00:00,PAYMENT,2915.39,C886659371,343597.43,340682.04,M795981214,136264.36,139179.75,0,0
211,2026-08-09 19:00:00,TRANSFER,1894.71,C518374223,135631.79,133737.08,C265192602,17650.49,19545.2,0,0
211,2026-08-09 19:00:00,PAYMENT,878.07,C493314669,320089.5,319211.43,M116008690,1015.81,1893.88,0,0
211,2026-08-09 19:00:00,CASH_IN,5500.69,C713685015,155814.49,161315.18,C310580843,140263.37,134762.68,0,0
211,2026-08-09 19:00:00,PAYMENT,5455.88,C563538349,178943.17,173487.29,M107778048,79515.82,84971.7,0,0
211,2026-08-09 19:00:00,DEBIT,1283.77,C529572368,182205.05,180921.28,C549320994,83787.04,85070.81,0,0
211,2026-08-09 19:00:00,PAYMENT,777.57,C228661252,22725.38,21947.81,M742814304,139267.95,140045.52,0,0
211,2026-08-09 19:00:00,TRANSFER,7215.71,C514354981,62385.21,55169.5,C110277888,105026.81,112242.52,0,0
211,2026-08-09 19:00:00,CASH_OUT,1407.55,C358182714,310189.8,308782.25,C849400072,124021.93,125429.48,0,0
211,2026-08-09 19:00:00,PAYMENT,1854.14,C358265577,313776.59,311922.45,M754620576,115574.02,117428.16,0,0
211,2026-08-09 19:00:00,TRANSFER,6331.83,C915298458,71096.72,64764.89,C371462955,91778.62,98110.45,0,0
211,2026-08-09 19:00:00,PAYMENT,316.04,C709744488,106271.85,105955.81,M916250420,103259.8,103575.84,0,0
211,2026-08-09 19:00:00,PAYMENT,794.02,C918561625,290518.24,289724.22,M403663844,84105.45,84899.47,0,0
211,2026-08-09 19:00:00,DEBIT,1195.98,C330091846,71856.75,70660.77,C676769198,53309.6,54505.58,0,0
211,2026-08-09 19:00:00,PAYMENT,38237.34,C142017379,308348.21,270110.87,M468757710,42802.89,81040.23,0,0
212,2026-08-09 20:00:00,CASH_OUT,248.67,C810466870,288205.27,287956.6,C325321678,26391.67,26640.34,0,0
212,2026-08-09 20:00:00,PAYMENT,1931.86,C905634374,282738.8,280806.94,M881679728,53100.3,55032.16,0,0
212,2026-08-09 20:00:00,PAYMENT,442.67,C510448218,312165.18,311722.51,M159612892,86534.44,86977.11,0,0
212,2026-08-09 20:00:00,CASH_OUT,72752.29,C804893093,310478.79,237726.5,C305289960,88130.6,160882.89,0,0
212,2026-08-09 20:00:00,TRANSFER,2775.84,C557247599,321064.16,318288.32,C667386897,102512.9,105288.74,0,0
212,2026-08-09 20:00:00,PAYMENT,398.47,C274519023,307900.01,307501.54,M517786106,131913.79,132312.26,0,0
212,2026-08-09 20:00:00,TRANSFER,134.86,C266016215,212619.35,212484.49,C569079951,97777.23,97912.09,0,0
212,2026-08-09 20:00:00,PAYMENT,4818.67,C443099452,55624.94,50806.27,M863514870,25632.94,30451.61,0,0
212,2026-08-09 20:00:00,DEBIT,2467.65,C742025388,213394.63,210926.98,C245602524,3854.66,6322.31,0,0
212,2026-08-09 20:00:00,PAYMENT,5004.85,C937608633,329802.98,324798.13,M411919592,29530.92,34535.77,0,0
212,2026-08-09 20:00:00,PAYMENT,366.22,C251884139,338702.41,338336.19,M466750394,136215.36,136581.58,0,0
212,2026-08-09 20:00:00,CASH_OUT,35932.26,C490462364,255098.02,219165.76,C872798798,85148.2,121080.46,0,0
212,2026-08-09 20:00:00,PAYMENT,2066.19,C353387775,242995.51,240929.32,M586250291,127291.04,129357.23,0,0
212,2026-08-09 20:00:00,PAYMENT,3570.44,C918369717,328483.05,324912.61,M481527476,35146.27,38716.71,0,0
212,2026-08-09 20:00:00,TRANSFER,4911.31,C843392986,102301.4,97390.09,C268647099,106482.09,111393.4,0,0
213,2026-08-09 21:00:00,DEBIT,2135.87,C215050529,53268.04,51132.17,C353233928,109751.13,111887.0,0,0
213,2026-08-09 21:00:00,CASH_IN,14606.6,C142316180,101855.26,116461.86,C109263899,121430.28,106823.68,0,0
213,2026-08-09 21:00:00,CASH_OUT,779.41,C533485356,332157.51,331378.1,C599716673,80327.12,81106.53,0,0
213,2026-08-09 21:00:00,TRANSFER,9285.93,C795266176,74701.5,65415.57,C676270036,119026.73,128312.66,0,0
213,2026-08-09 21:00:00,CASH_OUT,15265.56,C853997961,79045.9,63780.34,C630160970,140316.65,155582.21,0,0
213,2026-08-09 21:00:00,TRANSFER,9500.97,C135053241,67935.71,58434.74,C271481951,143609.02,153109.99,0,0
213,2026-08-09 21:00:00,PAYMENT,17947.96,C937740381,169937.49,151989.53,M145486357,18815.49,36763.45,0,0
213,2026-08-09 21:00:00,CASH_IN,566.96,C644737307,278837.76,279404.72,C229108514,93646.16,93079.2,0,0
213,2026-08-09 21:00:00,PAYMENT,4007.31,C281211241,133957.32,129950.01,M681164137,17022.9,21030.21,0,0
213,2026-08-09 21:00:00,PAYMENT,3530.83,C428396573,35492.28,31961.45,M602727080,138387.83,141918.66,0,0
213,2026-08-09 21:00:00,DEBIT,2043.24,C737484827,259200.64,257157.4,C307338191,143309.08,145352.32,0,0
213,2026-08-09 21:00:00,CASH_OUT,4934.94,C755145116,213635.35,208700.41,C204661662,74938.8,79873.74,0,0
213,2026-08-09 21:00:00,PAYMENT,12476.88,C488654878,167962.92,155486.04,M187543486,143983.98,156460.86,0,0
213,2026-08-09 21:00:00,PAYMENT,574.2,C544247146,337452.49,336878.29,M419575354,114936.24,115510.44,0,0
213,2026-08-09 21:00:00,TRANSFER,267.08,C580829635,164913.32,164646.24,C941845385,104390.82,104657.9,0,0
213,2026-08-09 21:00:00,TRANSFER,1307.42,C999279856,256518.92,255211.5,C284829799,87113.67,88421.09,0,0
213,2026-08-09 21:00:00,TRANSFER,38.95,C623065170,55895.84,55856.89,C943142179,61016.64,61055.59,0,0
213,2026-08-09 21:00:00,PAYMENT,1623.08,C251654601,146079.26,144456.18,M482971092,144567.02,146190.1,0,0
213,2026-08-09 21:00:00,CASH_IN,17813.78,C445950316,74687.36,92501.14,C381541959,29557.7,11743.92,0,0
214,2026-08-09 22:00:00,PAYMENT,190.39,C374018846,122174.67,121984.28,M371145006,120380.68,120571.07,0,0
214,2026-08-09 22:00:00,TRANSFER,931.77,C397686753,168161.05,167229.28,C325949673,55117.94,56049.71,0,0
214,2026-08-09 22:00:00,TRANSFER,298.32,C789537064,61486.61,61188.29,C586106041,112986.86,113285.18,0,0
214,2026-08-09 22:00:00,PAYMENT,3415.92,C755159014,281164.34,277748.42,M873881579,24553.15,27969.07,0,0
